,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,AgeOutcomeYear,AgeOutcomeMonth,AgeOutcomeWeek
413,2014-03-09 17:06:00,3,1,3,730,55,86,2,24,104
414,2013-10-24 12:31:00,3,1,2,730,582,98,2,24,104
415,2014-08-25 17:01:00,0,1,2,60,561,114,0,2,8
416,2014-07-14 18:08:00,2,0,3,4380,632,296,12,146,625
417,2014-01-30 13:14:00,4,0,2,730,640,41,2,24,104
418,2015-01-27 14:06:00,2,1,0,240,847,5,0,8,34
419,2016-01-12 09:30:00,2,0,0,3650,640,111,10,121,521
420,2014-07-07 15:39:00,0,0,2,60,637,216,0,2,8
421,2014-06-07 17:09:00,0,1,2,90,450,137,0,3,12
422,2013-12-18 14:04:00,3,1,2,365,241,86,1,12,52
423,2014-06-18 09:00:00,4,0,0,730,640,296,2,24,104
424,2015-11-29 19:00:00,0,0,2,60,640,63,0,2,8
425,2014-09-13 18:35:00,0,0,3,90,1251,205,0,3,12
426,2015-03-25 17:17:00,0,1,3,2555,962,318,7,85,365
427,2015-03-07 15:46:00,0,1,3,730,559,88,2,24,104
428,2014-10-15 18:25:00,3,1,0,120,307,98,0,4,17
429,2015-12-01 17:24:00,0,0,3,60,640,104,0,2,8
430,2015-09-05 12:46:00,0,0,2,90,640,347,0,3,12
431,2013-12-20 12:38:00,4,0,3,730,674,347,2,24,104
432,2013-12-08 19:11:00,0,0,3,180,640,38,0,6,25
433,2015-04-08 15:41:00,4,0,0,4,640,291,0,0,0
434,2014-07-12 17:18:00,0,0,3,90,640,104,0,3,12
435,2014-11-11 17:41:00,0,0,3,150,1251,297,0,5,21
436,2015-10-08 13:53:00,4,0,2,60,640,220,0,2,8
437,2014-09-24 15:00:00,4,0,0,30,640,111,0,1,4
438,2013-11-10 18:25:00,2,1,3,365,1066,38,1,12,52
439,2013-10-29 11:28:00,4,1,1,30,74,114,0,1,4
440,2013-11-17 18:28:00,3,1,3,1095,450,36,3,36,156
441,2014-06-03 11:47:00,0,1,2,1095,868,5,3,36,156
442,2014-08-05 16:09:00,3,1,1,2190,155,307,6,73,312
443,2015-07-26 14:24:00,0,1,1,240,1066,324,0,8,34
444,2014-09-17 14:11:00,0,0,2,120,640,111,0,4,17
445,2014-03-11 12:55:00,3,1,2,1095,518,358,3,36,156
446,2013-12-13 11:41:00,3,1,1,28,450,307,0,0,4
447,2016-01-03 17:08:00,3,0,3,60,640,291,0,2,8
448,2015-10-07 08:47:00,4,1,1,60,74,137,0,2,8
449,2015-09-08 18:00:00,2,1,1,365,585,5,1,12,52
450,2015-11-24 16:51:00,3,1,2,1825,518,5,5,60,260
451,2015-12-26 12:49:00,3,1,3,2555,238,307,7,85,365
452,2015-06-29 17:44:00,0,0,3,60,632,41,0,2,8
453,2015-11-11 18:55:00,3,1,2,1095,1066,38,3,36,156
454,2014-10-11 17:05:00,0,0,0,30,640,291,0,1,4
455,2015-10-05 17:41:00,0,1,2,2190,962,131,6,73,312
456,2015-04-03 16:53:00,4,1,0,60,847,165,0,2,8
457,2015-07-04 08:56:00,2,1,2,730,1066,329,2,24,104
458,2015-10-10 17:53:00,4,0,4,14,640,220,0,0,2
459,2015-01-16 09:00:00,4,0,0,365,640,38,1,12,52
460,2015-02-01 12:29:00,3,1,3,730,227,36,2,24,104
461,2014-07-13 19:37:00,0,0,2,60,640,5,0,2,8
462,2015-10-19 20:13:00,0,0,2,60,640,216,0,2,8
463,2013-12-03 18:11:00,2,0,2,2920,1251,211,8,97,417
464,2015-12-03 16:13:00,4,1,4,7,847,318,0,0,1
465,2015-07-15 13:14:00,3,1,2,4380,450,318,12,146,625
466,2015-03-25 13:24:00,3,1,3,365,1066,165,1,12,52
467,2015-06-06 16:26:00,3,1,3,4015,1006,166,11,133,573
468,2014-09-08 16:41:00,4,0,0,14,640,68,0,0,2
469,2014-04-10 11:22:00,3,1,2,730,249,38,2,24,104
470,2015-01-06 16:54:00,4,1,2,730,696,36,2,24,104
471,2015-11-05 14:23:00,0,1,2,730,450,5,2,24,104
472,2015-06-23 11:08:00,3,1,2,1095,450,88,3,36,156
473,2015-06-30 12:17:00,4,0,4,5,640,5,0,0,0
474,2015-05-17 19:03:00,2,0,1,21,640,332,0,0,3
475,2014-03-14 17:56:00,0,1,3,300,811,307,0,10,42
476,2014-01-20 14:33:00,3,0,3,2555,640,104,7,85,365
477,2014-07-04 17:55:00,3,1,2,2555,1066,250,7,85,365
478,2015-12-26 15:48:00,3,1,1,1095,1254,38,3,36,156
479,2013-11-04 15:40:00,3,1,3,730,1217,5,2,24,104
480,2015-12-08 19:24:00,3,0,2,730,637,63,2,24,104
481,2015-12-13 14:06:00,3,1,3,365,847,226,1,12,52
482,2015-12-13 16:21:00,0,0,3,150,640,139,0,5,21
483,2014-10-20 09:00:00,4,0,4,240,640,5,0,8,34
484,2014-12-18 14:29:00,0,0,1,90,632,104,0,3,12
485,2015-03-27 14:39:00,0,1,2,365,450,274,1,12,52
486,2013-11-09 17:03:00,0,0,3,120,637,306,0,4,17
487,2014-02-12 15:40:00,4,0,1,365,640,167,1,12,52
488,2014-11-14 16:24:00,4,1,2,365,1066,289,1,12,52
489,2015-08-21 15:43:00,0,0,2,60,640,5,0,2,8
490,2013-12-01 19:00:00,0,1,3,240,847,5,0,8,34
491,2015-08-07 09:00:00,4,0,0,365,640,139,1,12,52
492,2015-11-12 18:52:00,3,1,2,1825,438,166,5,60,260
493,2015-09-04 17:57:00,4,1,0,28,450,318,0,0,4
494,2014-06-02 16:54:00,3,1,3,1095,847,358,3,36,156
495,2015-11-05 14:33:00,0,1,3,1095,1066,38,3,36,156
496,2015-01-26 17:48:00,0,1,3,60,249,307,0,2,8
497,2015-06-24 15:14:00,4,1,1,90,1066,329,0,3,12
498,2015-04-09 15:36:00,3,1,0,3650,1365,37,10,121,521
499,2016-01-26 17:34:00,3,1,2,1825,27,274,5,60,260
500,2015-11-11 11:39:00,4,0,1,28,640,104,0,0,4
501,2015-03-22 15:23:00,4,1,2,2555,306,130,7,85,365
502,2015-01-22 14:27:00,3,1,3,365,961,2,1,12,52
503,2015-08-16 18:56:00,0,0,1,90,640,216,0,3,12
504,2015-03-18 14:23:00,3,0,2,1460,640,38,4,48,208
505,2015-02-26 15:22:00,3,1,0,1095,811,329,3,36,156
506,2014-03-08 17:42:00,0,1,2,30,450,114,0,1,4
507,2015-04-27 13:36:00,4,0,0,14,640,104,0,0,2
508,2015-09-12 14:28:00,4,0,4,14,640,104,0,0,2
509,2015-07-21 12:58:00,4,0,4,6,640,104,0,0,0
510,2015-03-01 11:04:00,3,1,3,365,696,276,1,12,52
511,2013-10-21 11:39:00,4,0,0,28,640,139,0,0,4
512,2013-10-02 13:50:00,3,0,3,2920,1207,41,8,97,417
513,2014-04-15 16:25:00,4,0,0,30,640,306,0,1,4
514,2016-02-16 11:16:00,3,1,2,3650,616,36,10,121,521
515,2015-11-17 18:41:00,3,0,2,120,615,166,0,4,17
516,2015-06-02 17:55:00,3,1,2,1095,1324,307,3,36,156
517,2015-02-11 17:16:00,4,1,1,730,101,5,2,24,104
518,2014-01-13 15:52:00,3,1,3,2920,74,252,8,97,417
519,2014-03-05 18:40:00,0,1,3,1095,1372,342,3,36,156
520,2015-04-20 18:48:00,0,1,2,270,1193,248,0,9,38
521,2013-10-30 14:03:00,0,0,2,90,640,220,0,3,12
522,2015-04-22 16:20:00,2,1,4,3285,90,278,9,109,469
523,2014-11-08 16:21:00,0,1,2,365,891,89,1,12,52
524,2014-01-21 16:02:00,0,0,3,120,640,216,0,4,17
525,2014-05-17 11:10:00,2,0,1,1460,640,216,4,48,208
526,2015-05-19 18:06:00,3,1,3,730,450,353,2,24,104
527,2014-06-07 12:53:00,4,1,1,14,1066,130,0,0,2
528,2014-11-24 18:10:00,0,0,2,60,640,167,0,2,8
529,2014-12-22 16:29:00,0,0,2,3650,637,220,10,121,521
530,2013-10-02 18:00:00,4,0,0,60,640,5,0,2,8
531,2014-07-21 14:57:00,3,1,2,1095,450,354,3,36,156
532,2014-12-04 12:37:00,4,0,2,2190,640,339,6,73,312
533,2014-04-16 12:51:00,4,1,3,2555,713,114,7,85,365
534,2015-06-04 10:56:00,0,0,3,60,640,139,0,2,8
535,2013-10-09 13:15:00,0,0,2,120,640,104,0,4,17
536,2015-11-30 13:58:00,4,1,2,1825,847,88,5,60,260
537,2014-11-08 17:32:00,3,1,2,2190,450,38,6,73,312
538,2013-10-24 18:52:00,2,0,2,2920,637,38,8,97,417
539,2014-12-11 17:07:00,2,1,2,730,859,289,2,24,104
540,2015-10-27 13:38:00,0,0,2,60,1271,211,0,2,8
541,2015-05-25 16:52:00,0,1,3,120,496,226,0,4,17
542,2014-08-02 09:48:00,2,0,4,365,640,38,1,12,52
543,2016-01-13 17:16:00,0,1,2,60,585,5,0,2,8
544,2013-12-27 15:12:00,0,0,2,1825,640,111,5,60,260
545,2015-05-27 12:19:00,4,0,3,60,640,38,0,2,8
546,2015-06-29 18:39:00,3,0,2,1095,640,320,3,36,156
547,2015-06-25 18:11:00,3,1,2,1095,383,307,3,36,156
548,2015-12-22 13:04:00,0,1,3,1095,450,274,3,36,156
549,2014-06-15 12:35:00,4,0,0,30,640,104,0,1,4
550,2013-10-19 17:04:00,0,1,3,60,450,5,0,2,8
551,2015-12-19 18:39:00,0,0,3,730,640,318,2,24,104
552,2015-12-02 15:59:00,3,0,2,1460,640,86,4,48,208
553,2015-07-01 09:38:00,1,0,1,21,1271,260,0,0,3
554,2015-02-19 18:07:00,0,1,2,2555,786,129,7,85,365
555,2015-07-17 14:27:00,4,0,0,60,632,296,0,2,8
556,2014-01-14 17:48:00,0,1,3,1460,967,355,4,48,208
557,2014-10-07 16:23:00,4,0,2,60,637,111,0,2,8
558,2015-11-16 18:57:00,4,0,4,730,640,296,2,24,104
559,2015-08-14 13:21:00,4,1,0,30,112,5,0,1,4
560,2014-06-03 18:26:00,0,0,2,1095,640,5,3,36,156
561,2014-06-28 13:05:00,0,0,3,90,640,104,0,3,12
562,2013-10-26 16:41:00,2,0,1,28,640,216,0,0,4
563,2015-09-17 09:28:00,4,1,0,30,696,226,0,1,4
564,2016-02-07 12:42:00,4,1,3,150,847,38,0,5,21
565,2014-07-13 17:01:00,0,0,3,60,640,296,0,2,8
566,2014-07-11 16:52:00,1,0,1,30,640,104,0,1,4
567,2015-12-12 12:47:00,0,1,3,730,847,320,2,24,104
568,2013-11-15 17:50:00,0,1,3,4380,787,307,12,146,625
569,2014-12-15 09:35:00,3,1,2,730,60,114,2,24,104
570,2015-12-01 16:19:00,3,1,1,270,55,185,0,9,38
571,2014-06-01 13:22:00,3,1,3,3285,156,329,9,109,469
572,2015-01-05 16:38:00,0,1,3,730,980,131,2,24,104
573,2015-07-16 12:23:00,0,0,3,60,640,111,0,2,8
574,2014-09-21 12:01:00,0,1,3,150,1197,25,0,5,21
575,2015-08-31 11:10:00,0,1,3,120,954,276,0,4,17
576,2015-03-25 14:33:00,4,0,4,14,640,111,0,0,2
577,2016-01-09 19:02:00,0,1,2,60,847,38,0,2,8
578,2014-09-03 12:55:00,4,0,2,14,640,195,0,0,2
579,2014-10-05 17:42:00,0,1,2,60,1186,114,0,2,8
580,2015-06-16 08:29:00,0,0,2,60,640,5,0,2,8
581,2015-05-02 18:16:00,4,0,1,21,640,111,0,0,3
582,2015-10-07 12:00:00,4,0,2,120,640,38,0,4,17
583,2014-12-18 18:13:00,0,1,2,730,450,130,2,24,104
584,2014-07-08 14:44:00,4,0,2,4380,640,5,12,146,625
585,2013-12-19 15:01:00,3,1,3,730,2,289,2,24,104
586,2014-01-26 12:44:00,3,1,2,730,1116,130,2,24,104
587,2014-07-02 18:54:00,3,1,0,1095,1066,86,3,36,156
588,2014-07-13 17:14:00,0,1,3,60,585,259,0,2,8
589,2014-03-19 15:17:00,2,1,1,1095,1066,78,3,36,156
590,2014-05-16 12:50:00,3,1,3,1825,847,25,5,60,260
591,2015-05-03 13:29:00,0,1,2,240,267,86,0,8,34
592,2015-01-30 18:00:00,0,0,2,3650,640,38,10,121,521
593,2014-07-23 16:02:00,4,1,0,30,962,38,0,1,4
594,2015-01-19 12:36:00,0,1,3,365,407,359,1,12,52
595,2015-07-17 18:00:00,0,1,2,2190,1308,252,6,73,312
596,2015-07-05 17:53:00,0,0,3,1095,640,104,3,36,156
597,2014-11-18 19:02:00,0,0,2,60,640,111,0,2,8
598,2016-02-12 18:51:00,3,1,3,180,112,36,0,6,25
599,2013-11-26 18:19:00,0,1,0,365,1066,86,1,12,52
600,2015-01-20 14:43:00,4,1,0,14,249,38,0,0,2
601,2014-03-28 14:39:00,4,1,2,730,1028,38,2,24,104
602,2015-05-22 14:22:00,4,0,4,21,640,306,0,0,3
603,2014-10-10 09:00:00,4,0,1,150,640,5,0,5,21
604,2013-11-21 15:37:00,4,0,0,365,640,296,1,12,52
605,2014-09-03 13:52:00,4,1,3,365,988,194,1,12,52
606,2015-01-21 13:15:00,3,0,3,365,640,86,1,12,52
607,2015-12-21 19:13:00,0,1,2,60,878,274,0,2,8
608,2014-06-25 17:24:00,0,0,3,60,640,296,0,2,8
609,2013-10-15 12:17:00,2,1,1,3650,517,353,10,121,521
610,2014-07-23 14:30:00,0,1,3,730,307,330,2,24,104
611,2014-01-06 17:19:00,0,1,2,90,249,289,0,3,12
612,2014-08-21 14:15:00,4,0,4,14,640,318,0,0,2
613,2015-09-12 14:29:00,4,0,4,14,640,104,0,0,2
614,2014-09-20 18:58:00,0,1,3,365,450,289,1,12,52
615,2014-09-08 11:56:00,3,1,2,2555,504,5,7,85,365
616,2013-10-21 16:53:00,0,0,2,60,640,167,0,2,8
617,2014-07-21 18:08:00,4,1,0,730,847,318,2,24,104
618,2016-02-20 12:53:00,3,1,2,4380,847,187,12,146,625
619,2015-06-18 17:27:00,4,0,1,28,640,318,0,0,4
620,2015-11-29 16:45:00,0,0,3,60,640,16,0,2,8
621,2014-07-19 10:46:00,2,1,2,365,1066,98,1,12,52
622,2016-01-06 08:38:00,0,0,3,60,640,139,0,2,8
623,2014-06-19 13:20:00,4,0,0,30,640,139,0,1,4
624,2014-05-24 17:17:00,0,1,3,60,125,165,0,2,8
625,2015-06-22 16:18:00,2,1,1,30,559,307,0,1,4
626,2014-07-21 11:50:00,4,1,2,365,696,130,1,12,52
627,2016-02-07 00:00:00,4,0,2,365,640,220,1,12,52
628,2014-11-01 13:03:00,3,1,2,365,234,86,1,12,52
629,2015-08-01 17:27:00,0,1,2,30,566,36,0,1,4
630,2015-05-03 12:36:00,4,1,0,30,450,88,0,1,4
631,2014-06-29 14:49:00,0,0,2,60,1251,211,0,2,8
632,2015-05-20 09:00:00,4,0,1,365,640,5,1,12,52
633,2013-12-08 23:22:00,4,0,2,730,640,216,2,24,104
634,2015-09-20 11:57:00,0,0,2,60,640,216,0,2,8
635,2015-01-20 17:45:00,3,1,2,730,980,318,2,24,104
636,2015-03-02 18:32:00,0,1,2,120,665,130,0,4,17
637,2015-01-27 19:06:00,0,1,3,365,853,38,1,12,52
638,2013-10-09 13:39:00,0,1,3,730,450,130,2,24,104
639,2016-01-20 18:30:00,0,0,2,210,640,86,0,7,30
640,2015-06-20 14:39:00,3,1,2,365,712,128,1,12,52
641,2014-10-14 17:02:00,0,1,2,1095,980,31,3,36,156
642,2014-04-12 11:47:00,4,1,1,180,1102,130,0,6,25
643,2015-10-07 11:54:00,3,1,0,1095,1365,36,3,36,156
644,2015-05-31 00:00:00,4,1,3,365,1066,89,1,12,52
645,2014-10-18 14:43:00,0,1,3,730,112,36,2,24,104
646,2014-09-14 15:12:00,4,1,1,300,1158,69,0,10,42
647,2015-01-06 15:06:00,4,1,0,60,1370,25,0,2,8
648,2016-02-13 18:38:00,0,1,3,1825,1066,130,5,60,260
649,2014-08-13 10:42:00,0,1,2,60,112,252,0,2,8
650,2014-03-28 17:42:00,2,0,3,3650,640,139,10,121,521
651,2013-11-26 12:19:00,4,1,2,730,1066,342,2,24,104
652,2013-10-31 13:03:00,0,1,2,120,847,114,0,4,17
653,2015-05-03 16:15:00,0,0,3,365,640,318,1,12,52
654,2014-04-01 13:22:00,3,1,3,365,1345,318,1,12,52
655,2013-12-01 16:21:00,0,1,3,180,847,5,0,6,25
656,2015-04-06 16:16:00,4,0,3,1095,640,324,3,36,156
657,2014-10-04 14:59:00,0,1,3,60,450,5,0,2,8
658,2015-08-19 09:00:00,4,0,4,365,640,38,1,12,52
659,2013-11-04 15:09:00,4,0,2,60,640,5,0,2,8
660,2014-08-12 08:26:00,0,0,2,120,632,168,0,4,17
661,2015-10-18 18:45:00,0,0,3,365,1251,211,1,12,52
662,2014-10-30 15:53:00,2,1,3,365,1066,320,1,12,52
663,2015-09-03 18:21:00,3,1,2,730,559,88,2,24,104
664,2016-01-21 11:10:00,0,0,3,180,637,63,0,6,25
665,2014-10-13 14:54:00,4,0,1,30,632,216,0,1,4
666,2014-07-12 15:47:00,4,0,1,30,640,104,0,1,4
667,2015-02-12 18:00:00,0,0,2,120,640,38,0,4,17
668,2014-06-28 13:45:00,0,0,0,60,640,38,0,2,8
669,2015-08-10 18:04:00,0,1,3,240,1116,38,0,8,34
670,2014-12-27 11:38:00,2,0,2,4380,640,220,12,146,625
671,2014-03-07 17:35:00,2,1,3,4380,504,128,12,146,625
672,2015-10-15 12:30:00,4,0,0,21,1251,320,0,0,3
673,2015-06-19 14:43:00,3,1,2,365,264,5,1,12,52
674,2015-06-26 09:42:00,2,0,0,30,640,216,0,1,4
675,2014-11-15 11:56:00,0,1,3,1825,626,318,5,60,260
676,2014-07-22 16:02:00,4,1,0,2920,450,88,8,97,417
677,2014-07-10 11:04:00,4,1,3,2920,1066,274,8,97,417
678,2015-12-20 12:25:00,0,1,3,365,764,320,1,12,52
679,2015-04-02 13:57:00,4,1,2,730,312,250,2,24,104
680,2013-10-28 17:17:00,2,1,2,365,696,276,1,12,52
681,2014-08-04 16:57:00,0,0,3,60,640,295,0,2,8
682,2015-09-21 15:58:00,4,0,0,30,640,5,0,1,4
683,2015-05-18 13:31:00,4,0,0,730,640,86,2,24,104
684,2015-07-30 19:12:00,0,0,2,60,640,63,0,2,8
685,2015-04-06 18:31:00,0,0,2,1460,640,5,4,48,208
686,2015-07-02 08:20:00,0,0,2,60,640,216,0,2,8
687,2014-11-15 16:29:00,0,0,2,60,640,13,0,2,8
688,2015-08-16 12:36:00,0,1,3,1825,156,307,5,60,260
689,2015-01-08 17:37:00,0,0,3,150,640,111,0,5,21
690,2014-11-29 16:58:00,0,0,3,60,632,320,0,2,8
691,2014-05-25 19:31:00,0,0,3,60,637,111,0,2,8
692,2014-10-30 11:01:00,3,1,3,1095,1232,289,3,36,156
693,2015-10-31 16:59:00,3,1,2,1095,1066,185,3,36,156
694,2014-05-31 13:57:00,4,0,0,30,640,5,0,1,4
695,2014-05-26 14:14:00,3,1,2,365,1105,359,1,12,52
696,2015-11-24 00:00:00,4,1,2,730,450,36,2,24,104
697,2014-11-25 10:09:00,0,0,2,60,640,41,0,2,8
698,2014-06-17 17:27:00,3,1,2,730,196,36,2,24,104
699,2015-06-20 16:18:00,3,1,2,2190,495,276,6,73,312
700,2014-10-18 12:31:00,4,1,1,150,450,36,0,5,21
701,2016-02-09 14:41:00,4,0,3,1825,640,66,5,60,260
702,2015-09-02 17:33:00,0,0,2,60,640,332,0,2,8
703,2014-04-06 12:20:00,3,1,2,90,1040,114,0,3,12
704,2015-02-28 16:35:00,0,1,3,60,61,329,0,2,8
705,2013-10-22 18:32:00,2,0,2,5475,1251,59,15,182,782
706,2014-12-08 12:02:00,3,1,2,2920,425,353,8,97,417
707,2014-05-21 08:00:00,4,0,0,365,640,139,1,12,52
708,2013-11-01 17:54:00,0,0,3,90,640,111,0,3,12
709,2015-07-25 17:04:00,0,0,2,365,922,104,1,12,52
710,2014-02-10 17:16:00,4,1,2,730,1170,25,2,24,104
711,2013-10-17 15:38:00,4,0,1,30,637,41,0,1,4
712,2014-01-12 13:59:00,3,1,1,60,1066,178,0,2,8
713,2015-06-11 15:00:00,4,0,0,21,640,139,0,0,3
714,2015-08-13 16:07:00,4,0,3,90,640,111,0,3,12
715,2014-08-29 13:08:00,4,1,2,3285,1236,342,9,109,469
716,2014-01-14 18:22:00,3,1,3,2555,847,136,7,85,365
717,2016-02-09 14:53:00,3,1,3,2190,1212,5,6,73,312
718,2015-04-07 14:54:00,4,0,2,3650,632,5,10,121,521
719,2015-10-09 08:53:00,0,0,3,60,640,291,0,2,8
720,2014-08-04 13:51:00,0,0,3,2920,632,104,8,97,417
721,2016-02-12 12:26:00,3,1,3,270,1122,329,0,9,38
722,2015-06-22 13:31:00,2,0,1,1095,640,68,3,36,156
723,2014-02-11 14:04:00,0,1,2,240,901,5,0,8,34
724,2013-12-04 14:38:00,4,0,1,21,640,220,0,0,3
725,2015-10-12 17:30:00,4,1,2,270,1197,36,0,9,38
726,2013-10-02 14:28:00,4,0,1,14,640,63,0,0,2
727,2015-12-11 15:21:00,0,1,2,300,74,227,0,10,42
728,2015-05-30 15:53:00,2,1,2,4015,307,98,11,133,573
729,2015-01-05 18:36:00,0,1,2,365,450,309,1,12,52
730,2014-05-07 13:05:00,4,1,2,1825,450,329,5,60,260
731,2014-10-16 19:04:00,0,1,2,730,708,88,2,24,104
732,2015-10-10 13:56:00,4,1,0,1825,960,226,5,60,260
733,2014-04-19 13:34:00,3,0,2,365,640,220,1,12,52
734,2013-12-15 18:27:00,4,1,3,1095,847,38,3,36,156
735,2014-04-28 15:43:00,0,1,3,365,167,250,1,12,52
736,2013-12-18 16:14:00,4,0,1,30,640,216,0,1,4
737,2015-10-16 16:20:00,0,0,2,730,640,320,2,24,104
738,2015-06-04 18:52:00,4,1,4,6,477,318,0,0,0
739,2015-09-20 17:26:00,0,1,3,365,1066,38,1,12,52
740,2014-09-21 16:23:00,2,1,2,4380,787,307,12,146,625
741,2014-06-24 16:34:00,4,1,0,35,74,307,0,1,5
742,2013-11-23 17:56:00,0,1,3,730,1170,329,2,24,104
743,2015-03-10 16:12:00,4,1,3,365,616,25,1,12,52
744,2015-04-29 18:07:00,0,1,2,365,450,274,1,12,52
745,2015-09-17 14:32:00,4,1,0,730,847,364,2,24,104
746,2016-01-16 19:14:00,0,1,2,365,962,329,1,12,52
747,2013-12-20 17:52:00,0,0,2,180,363,150,0,6,25
748,2014-07-12 19:48:00,0,1,3,60,1187,130,0,2,8
749,2015-12-10 19:05:00,0,0,2,90,640,104,0,3,12
750,2015-11-13 12:29:00,3,1,0,730,450,165,2,24,104
751,2014-04-18 12:01:00,4,1,1,150,1066,5,0,5,21
752,2013-12-31 14:32:00,3,1,2,730,1066,289,2,24,104
753,2014-08-17 09:00:00,4,0,1,365,640,220,1,12,52
754,2015-11-18 19:33:00,4,0,0,730,640,139,2,24,104
755,2014-10-01 15:50:00,4,0,3,365,640,139,1,12,52
756,2015-10-25 14:53:00,0,0,3,60,640,324,0,2,8
757,2014-09-09 17:15:00,0,0,3,730,922,104,2,24,104
758,2015-11-23 18:42:00,3,0,2,1095,640,63,3,36,156
759,2016-02-20 13:20:00,0,0,3,180,640,291,0,6,25
760,2016-01-16 18:54:00,4,1,0,30,1066,320,0,1,4
761,2014-10-27 11:49:00,4,0,1,14,637,41,0,0,2
762,2014-12-29 11:15:00,0,1,2,60,720,38,0,2,8
763,2014-02-06 17:41:00,3,0,2,1095,640,111,3,36,156
764,2014-06-03 14:41:00,4,0,1,30,640,104,0,1,4
765,2013-10-10 16:25:00,0,0,2,120,640,5,0,4,17
766,2013-10-19 15:25:00,4,1,0,730,846,166,2,24,104
767,2014-07-20 15:01:00,0,0,3,60,640,11,0,2,8
768,2014-08-09 15:58:00,4,0,0,21,640,5,0,0,3
769,2015-07-02 00:00:00,4,0,2,90,640,5,0,3,12
770,2015-12-19 17:50:00,4,1,2,730,1066,98,2,24,104
771,2014-12-20 14:03:00,2,1,2,4015,847,5,11,133,573
772,2015-08-15 08:45:00,0,0,3,90,640,296,0,3,12
773,2013-10-05 18:56:00,0,1,3,300,128,58,0,10,42
774,2014-06-30 14:52:00,0,1,2,730,319,250,2,24,104
775,2014-10-06 18:35:00,4,0,0,60,1251,140,0,2,8
776,2015-11-03 13:12:00,4,1,2,730,626,318,2,24,104
777,2015-12-30 15:20:00,3,1,3,2555,506,274,7,85,365
778,2015-01-07 17:25:00,0,0,3,60,640,104,0,2,8
779,2015-03-16 13:06:00,2,1,3,365,1066,130,1,12,52
780,2015-08-15 08:38:00,0,1,2,2190,1066,86,6,73,312
781,2014-07-22 17:34:00,4,0,4,14,640,5,0,0,2
782,2013-10-28 11:58:00,3,1,2,120,847,88,0,4,17
783,2014-12-12 16:30:00,4,1,2,2190,1066,44,6,73,312
784,2014-07-11 17:26:00,0,1,3,1460,450,307,4,48,208
785,2013-11-04 15:10:00,4,1,0,365,559,25,1,12,52
786,2015-09-09 13:46:00,0,1,2,365,868,38,1,12,52
787,2015-09-11 12:53:00,2,0,1,365,640,41,1,12,52
788,2015-01-18 12:28:00,0,1,3,60,450,130,0,2,8
789,2014-08-02 11:59:00,4,1,2,60,768,353,0,2,8
790,2014-01-11 09:46:00,2,1,2,1825,407,53,5,60,260
791,2014-10-18 15:21:00,0,1,2,730,45,330,2,24,104
792,2015-11-24 19:03:00,3,1,2,730,1066,130,2,24,104
793,2015-05-29 12:25:00,4,1,3,730,450,88,2,24,104
794,2014-08-19 15:18:00,0,1,2,1095,450,36,3,36,156
795,2014-01-08 16:59:00,3,1,3,365,811,318,1,12,52
796,2015-03-15 11:42:00,4,1,3,1460,407,114,4,48,208
797,2015-09-29 16:20:00,0,1,2,730,1351,329,2,24,104
798,2015-08-11 00:00:00,4,0,1,21,640,63,0,0,3
799,2015-10-15 17:11:00,3,1,2,365,1313,353,1,12,52
800,2015-08-15 12:49:00,3,1,3,730,45,5,2,24,104
801,2013-12-21 18:28:00,0,1,3,365,450,137,1,12,52
802,2015-09-22 11:16:00,4,0,4,14,640,296,0,0,2
803,2014-07-09 09:00:00,4,0,0,365,640,139,1,12,52
804,2014-03-29 18:13:00,0,0,2,150,636,63,0,5,21
805,2014-01-31 14:52:00,2,1,2,730,847,5,2,24,104
806,2015-04-24 15:35:00,4,1,0,60,847,5,0,2,8
807,2014-12-31 12:52:00,3,1,3,730,1066,130,2,24,104
808,2013-11-11 15:24:00,4,0,1,730,640,38,2,24,104
809,2015-10-07 09:00:00,4,0,4,1460,637,38,4,48,208
810,2015-06-15 15:02:00,3,1,2,4015,248,165,11,133,573
811,2015-02-20 19:06:00,4,1,1,120,847,165,0,4,17
812,2016-02-04 17:58:00,0,1,2,730,813,320,2,24,104
813,2014-08-05 16:21:00,4,0,0,14,640,5,0,0,2
814,2013-12-11 17:35:00,3,1,3,2190,559,226,6,73,312
815,2014-05-28 15:39:00,0,0,2,120,640,41,0,4,17
816,2016-01-31 00:00:00,4,1,3,1460,813,320,4,48,208
817,2014-06-29 18:14:00,0,1,3,1460,413,289,4,48,208
818,2014-07-11 15:57:00,4,1,1,60,847,38,0,2,8
819,2014-06-29 11:43:00,0,0,2,60,640,220,0,2,8
820,2014-09-03 16:48:00,3,1,2,730,529,307,2,24,104
821,2015-01-10 17:29:00,0,1,3,1095,1291,41,3,36,156
822,2015-11-11 12:19:00,4,0,1,30,640,38,0,1,4
823,2013-11-24 18:54:00,3,1,3,730,1265,127,2,24,104
824,2013-12-06 18:22:00,0,1,2,730,343,98,2,24,104
825,2014-12-04 13:16:00,0,0,2,60,640,5,0,2,8
826,2014-04-21 17:31:00,4,1,2,1095,811,307,3,36,156
827,2016-01-18 15:07:00,4,1,2,4015,450,131,11,133,573
828,2015-12-14 18:18:00,3,1,2,730,1255,38,2,24,104
